product_name,quantity,selling_price,total_sales,brand_name,company,category_name,subcategory_name,bill_date,latitude,longitude,country,bill_ID
KUR KURE CHUTNEY RAJASTHANI ST,2.0,5.0,10.0,KUR KURE,PEPSICO INDIA,SALTY SNACKS ,GATHIA/PAPRI/RIBLON,2020-01-03,44.69441608,-73.48679102,New York,212
MARIE GOLD REGULAR,2.0,5.0,10.0,MARIE GOLD,BRITANNIA INDS,BISCUITS - CORE & NON CORE,MARIE,2020-01-03,44.69441608,-73.48679102,New York,212
PARLE-G,2.0,5.0,10.0,PARLE-G,PARLE PRODS,BISCUITS - CORE & NON CORE,GLUCOSE,2020-01-03,44.69441608,-73.48679102,New York,212
PATANJALI,2.0,9.5,19.0,PATANJALI,PATANJALI AYURVED LTD,CLEANERS - UTENSIL,TRADITIONAL,2020-01-03,44.69441608,-73.48679102,New York,212
PATANJALI MARIE,1.0,10.0,10.0,PATANJALI,PATANJALI BISCUITS PVT LTD,BISCUITS - CORE & NON CORE,MARIE,2020-01-03,44.69441608,-73.48679102,New York,212
SUNFEAST YIPPEE MAGIC MASALA,2.0,5.0,10.0,SUNFEAST YIPPEE NOODLES,I T C,VERMICELLI & NOODLE,INSTANT NOODLES,2020-01-03,44.69441608,-73.48679102,New York,212
BISK FARM SPICY,2.0,10.0,20.0,BISK FARM,SAJ INDS,BISCUITS - CORE & NON CORE,SALT CRACKER,2020-01-03,40.9196375,-73.041781,New York,213
BROOKE BOND RED LABEL NAT CARE,1.0,130.0,130.0,RED LABEL,HINDUSTAN UNILEVER LIMITED,PACKAGED TEA,MAIN PACKS,2020-01-03,40.9196375,-73.041781,New York,213
CADBURY CHOCLAIRS GOLD,1.0,110.0,110.0,CADBURY,MONDELEZ INTERNATIONAL,CONFECTIONERY - ECLAIRS,CONFECTIONERY - ECLAIRS,2020-01-03,40.9196375,-73.041781,New York,213
FOARAN,1.0,53.0,53.0,FOARAN,LAXMI SOAPS,SOAP CAKES/BARS,SOAP CAKES/BARS,2020-01-03,40.9196375,-73.041781,New York,213
GODREJ,1.0,66.0,66.0,GODREJ,GODREJ CONSUMER PRODS,VANASPATI CONS PACK ,VANASPATI CONS PACK (8/94),2020-01-03,40.9196375,-73.041781,New York,213
GOOD DAY BUTTER,4.0,5.0,20.0,GOOD DAY,BRITANNIA INDS,BISCUITS - CORE & NON CORE,SWEET/COOKIES,2020-01-03,40.9196375,-73.041781,New York,213
KELLOGG'S KPAK CHOCOS,1.0,10.0,10.0,KELLOGG'S KPAK,KELLOGG'S INDIA,BREAKFAST CEREALS,READY TO EAT CEREALS,2020-01-03,40.9196375,-73.041781,New York,213
LITTLE HEARTS,1.0,10.0,10.0,LITTLE HEARTS,BRITANNIA INDS,BISCUITS - CORE & NON CORE,NON-SALT CRACKER,2020-01-03,40.9196375,-73.041781,New York,213
MILK BIKIS MILK CREAM,1.0,20.0,20.0,MILK BIKIS,BRITANNIA INDS,BISCUITS - CORE & NON CORE,CREAM,2020-01-03,40.9196375,-73.041781,New York,213
MONACO,2.0,10.0,20.0,MONACO,PARLE PRODS,BISCUITS - CORE & NON CORE,SALT CRACKER,2020-01-03,40.9196375,-73.041781,New York,213
NUTRICHOICE DIGESTIVE,1.0,20.0,20.0,NUTRICHOICE,BRITANNIA INDS,BISCUITS - CORE & NON CORE,SWEET/COOKIES,2020-01-03,40.9196375,-73.041781,New York,213
PAMPERS BABY DRY PANTS,4.0,24.0,96.0,PAMPERS,PROCTER & GAMBLE,DIAPERS       ,DIAPERS       (8/93),2020-01-03,40.9196375,-73.041781,New York,213
PARLE TOP,2.0,10.0,20.0,PARLE TOP,PARLE PRODS,BISCUITS - CORE & NON CORE,NON-SALT CRACKER,2020-01-03,40.9196375,-73.041781,New York,213
PARLE-G,1.0,2.0,2.0,PARLE-G,PARLE PRODS,BISCUITS - CORE & NON CORE,GLUCOSE,2020-01-03,40.9196375,-73.041781,New York,213
PARLE-G,1.0,60.0,60.0,PARLE-G,PARLE PRODS,BISCUITS - CORE & NON CORE,GLUCOSE,2020-01-03,40.9196375,-73.041781,New York,213
PARLE-G,2.0,5.0,10.0,PARLE-G,PARLE PRODS,BISCUITS - CORE & NON CORE,GLUCOSE,2020-01-03,40.9196375,-73.041781,New York,213
PICKWICK CR WFF,2.0,10.0,20.0,PICKWICK,PICKWICK HYGIENIC PRODUCTS,BISCUITS - CORE & NON CORE,WAFER CREAM,2020-01-03,40.9196375,-73.041781,New York,213
SAMRAT,1.0,20.0,20.0,SAMRAT,PARAKH AGRO IND,PACKAGED ATTA ,MAIDA,2020-01-03,40.9196375,-73.041781,New York,213
SAMRAT,1.0,20.0,20.0,SAMRAT,PARAKH AGRO IND,PACKAGED ATTA ,SOOJI,2020-01-03,40.9196375,-73.041781,New York,213
SAMRAT,1.0,24.0,24.0,SAMRAT,PARAKH AGRO IND,PACKAGED ATTA ,SOOJI,2020-01-03,40.9196375,-73.041781,New York,213
SANTOOR,1.0,130.0,130.0,SANTOOR,WIPRO CONS PRODS,TOILET SOAPS ,PREMIUM,2020-01-03,40.9196375,-73.041781,New York,213
SOCIETY LEAF,2.0,5.0,10.0,SOCIETY,HASMUKHRAI & CO,PACKAGED TEA,MAIN PACKS,2020-01-03,40.9196375,-73.041781,New York,213
SUNDAY,1.0,92.0,92.0,SUNDAY,LIBERTY OIL MILLS,REFINED EDIBLE OILS-ALL PACKS,SUN FLOWER,2020-01-03,40.9196375,-73.041781,New York,213
VICCO VAJRADANTI,1.0,106.0,106.0,VICCO,VICCO LABS,TOOTH PASTES,TOOTH PASTES,2020-01-03,40.9196375,-73.041781,New York,213
VIM,2.0,29.0,58.0,VIM,HINDUSTAN UNILEVER LIMITED,CLEANERS - UTENSIL,TRADITIONAL,2020-01-03,40.9196375,-73.041781,New York,213
WHEEL ACTIVE,3.0,9.5,28.5,WHEEL,HINDUSTAN UNILEVER LIMITED,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,2020-01-03,40.9196375,-73.041781,New York,213
GILLETTE CREAM,1.0,35.0,35.0,GILLETTE,PROCTER & GAMBLE,SHAVING PREPARATIONS,CREAMS,2020-01-03,42.99971951,-78.81943605,New York,214
HAPPY HAPPY,5.0,5.0,25.0,PARLE HAPPY HAPPY,PARLE PRODS,BISCUITS - CORE & NON CORE,SWEET/COOKIES,2020-01-03,42.99971951,-78.81943605,New York,214
TATA SAMPANN,1.0,42.0,42.0,TATA SAMPANN,TATA CHEM,SPICES ,PURE,2020-01-03,42.99971951,-78.81943605,New York,214
AMUL,1.0,225.0,225.0,AMUL,G C M M F,BUTTER MARGR  ,BUTTER,2020-01-03,40.7594259,-73.918436,New York,215
HARPIC POWER PLUS,1.0,82.0,82.0,HARPIC POWER,RECKITT BENCKISER,CLEANERS - TOILET,LIQUIDS,2020-01-03,40.7594259,-73.918436,New York,215
MAGGI MASALA,1.0,65.0,65.0,MAGGI,NESTLE INDIA,VERMICELLI & NOODLE,INSTANT NOODLES,2020-01-03,40.7594259,-73.918436,New York,215
MTR,1.0,80.0,80.0,MTR,M T R FOOD PRODS,SPICES ,BLENDED,2020-01-03,40.7594259,-73.918436,New York,215
NUTRICHOICE OATS COOKIES,8.0,25.0,200.0,NUTRICHOICE,BRITANNIA INDS,BISCUITS - CORE & NON CORE,SWEET/COOKIES,2020-01-03,40.7594259,-73.918436,New York,215
PANASONIC GOLD,4.0,12.0,48.0,PANASONIC,PANASONIC BATTERY IND,BATTERIES,NON-ALKALINE,2020-01-03,40.7594259,-73.918436,New York,215
ZANDU,1.0,90.0,90.0,ZANDU,EMAMI,RUBEFACIENT,RUBEFACIENT,2020-01-03,40.7594259,-73.918436,New York,215
50-50 MSK CK,1.0,10.0,10.0,50-50,BRITANNIA INDS,BISCUITS - CORE & NON CORE,NON-SALT CRACKER,2020-01-03,40.736432,-73.24763,New York,216
DOUBLEMINT,3.0,10.0,30.0,DOUBLEMINT,WRIGLEY INDIA,CONFECTIONERY - COUGH LOZENGE,CONFECTIONERY - COUGH LOZENGE,2020-01-03,40.736432,-73.24763,New York,216
MILK BIKIS MILK CREAM,1.0,25.0,25.0,MILK BIKIS,BRITANNIA INDS,BISCUITS - CORE & NON CORE,CREAM,2020-01-03,40.736432,-73.24763,New York,216
MONACO,2.0,10.0,20.0,MONACO,PARLE PRODS,BISCUITS - CORE & NON CORE,SALT CRACKER,2020-01-03,40.736432,-73.24763,New York,216
NAVRATNA EXTRA THANDA,1.0,275.0,275.0,NAVRATNA,EMAMI,HAIR OILS PKTP,RIGID,2020-01-03,40.736432,-73.24763,New York,216
PARACHUTE ADVANSED JASMINE,1.0,42.0,42.0,PARACHUTE,MARICO INDS,HAIR OILS PKTP,RIGID,2020-01-03,40.736432,-73.24763,New York,216
PRIMIO,1.0,200.0,200.0,PRIMIO,R R OOMERBHOY,REFINED EDIBLE OILS-ALL PACKS,GROUND NUT,2020-01-03,40.736432,-73.24763,New York,216
SAFFOLA GOLD,1.0,139.0,139.0,SAFFOLA,MARICO INDS,REFINED EDIBLE OILS-ALL PACKS,BLENDED OIL,2020-01-03,40.736432,-73.24763,New York,216
50-50 MSK CK,1.0,9.5,9.5,50-50,BRITANNIA INDS,BISCUITS - CORE & NON CORE,NON-SALT CRACKER,2020-01-03,40.76482670000001,-73.09257170000001,New York,217
BLACK NATURALS,1.0,30.0,30.0,GARNIER,L'OREAL INDIA,HAIR DYES     ,HAIR DYES     (1/76),2020-01-03,40.76482670000001,-73.09257170000001,New York,217
COLGATE DENTALCREAM,1.0,20.0,20.0,COLGATE DENTALCREAM,COLGATE-PALMOLIVE,TOOTH PASTES,TOOTH PASTES,2020-01-03,40.76482670000001,-73.09257170000001,New York,217
DABUR RED,1.0,48.0,48.0,DABUR,DABUR,TOOTH PASTES,TOOTH PASTES,2020-01-03,40.76482670000001,-73.09257170000001,New York,217
DETTOL MULTI-USE HYGIENE LIQD,1.0,165.0,165.0,DETTOL,RECKITT BENCKISER,ANTISEPTIC LIQUIDS ,ANTISEPTIC LIQ,2020-01-03,40.76482670000001,-73.09257170000001,New York,217
GOOD DAY CASHEW,2.0,9.5,19.0,GOOD DAY,BRITANNIA INDS,BISCUITS - CORE & NON CORE,SWEET/COOKIES,2020-01-03,40.76482670000001,-73.09257170000001,New York,217
MARIE GOLD REGULAR,2.0,27.0,54.0,MARIE GOLD,BRITANNIA INDS,BISCUITS - CORE & NON CORE,MARIE,2020-01-03,40.76482670000001,-73.09257170000001,New York,217
NUTRICHOICE DIGESTIVE,5.0,19.0,95.0,NUTRICHOICE,BRITANNIA INDS,BISCUITS - CORE & NON CORE,SWEET/COOKIES,2020-01-03,40.76482670000001,-73.09257170000001,New York,217
ODOPIC SUPER SHAKTI,1.0,25.0,25.0,ODOPIC,DABUR,CLEANERS - UTENSIL,TRADITIONAL,2020-01-03,40.76482670000001,-73.09257170000001,New York,217
PARLE-G,2.0,9.5,19.0,PARLE-G,PARLE PRODS,BISCUITS - CORE & NON CORE,GLUCOSE,2020-01-03,40.76482670000001,-73.09257170000001,New York,217
PATANJALI TEJUS,1.0,75.0,75.0,PATANJALI,PATANJALI AYURVED LTD,COCONUT OIL PKTYP ,BRANDED,2020-01-03,40.76482670000001,-73.09257170000001,New York,217
SOCIETY LEAF,1.0,10.0,10.0,SOCIETY,HASMUKHRAI & CO,PACKAGED TEA,MAIN PACKS,2020-01-03,40.76482670000001,-73.09257170000001,New York,217
SUNNY,1.0,32.0,32.0,SUNNY,SUNNY HOME CARE PVT LTD,CLEANERS - FLOOR,LIQUIDS,2020-01-03,40.76482670000001,-73.09257170000001,New York,217
VIM,1.0,10.0,10.0,VIM,HINDUSTAN UNILEVER LIMITED,CLEANERS - UTENSIL,TRADITIONAL,2020-01-03,40.76482670000001,-73.09257170000001,New York,217
3M SCOTCH BRITE GENERAL PURPOS,4.0,14.0,56.0,SCOTCH BRITE,3M INDIA LTD,SCOURING PADS/SCRUBS,SCOURING PADS,2020-01-03,40.8845662,-73.90047376,New York,218
AMUL,1.0,225.0,225.0,AMUL,G C M M F,BUTTER MARGR  ,BUTTER,2020-01-03,40.8845662,-73.90047376,New York,218
CADBURY CHOCLAIRS GOLD,2.0,110.0,220.0,CADBURY,MONDELEZ INTERNATIONAL,CONFECTIONERY - ECLAIRS,CONFECTIONERY - ECLAIRS,2020-01-03,40.8845662,-73.90047376,New York,218
COLGATE ACTIVE SALT EXCL HW,1.0,92.0,92.0,COLGATE ACTIVE SALT,COLGATE-PALMOLIVE,TOOTH PASTES,TOOTH PASTES,2020-01-03,40.8845662,-73.90047376,New York,218
MAGGI MASALA,1.0,45.0,45.0,MAGGI,NESTLE INDIA,VERMICELLI & NOODLE,INSTANT NOODLES,2020-01-03,40.8845662,-73.90047376,New York,218
NICE TIME,1.0,10.0,10.0,NICE TIME,BRITANNIA INDS,BISCUITS - CORE & NON CORE,SWEET/COOKIES,2020-01-03,40.8845662,-73.90047376,New York,218
PARACHUTE,1.0,69.0,69.0,PARACHUTE,MARICO INDS,COCONUT OIL PKTYP ,BRANDED,2020-01-03,40.8845662,-73.90047376,New York,218
BADSHAH,1.0,83.0,83.0,BADSHAH,JHAVERI INDUSTRIES,SPICES ,BLENDED,2020-01-03,40.868854,-73.82627,New York,219
CLINIC PLUS,1.0,140.0,140.0,CLINIC PLUS,HINDUSTAN UNILEVER LIMITED,SHAMPOO - BY SEGMENTS,BOTTLES / TUBES,2020-01-03,40.868854,-73.82627,New York,219
DANT KANTI,1.0,73.0,73.0,PATANJALI,PATANJALI AYURVED LTD,TOOTH PASTES,TOOTH PASTES,2020-01-03,40.868854,-73.82627,New York,219
EVEREST,1.0,38.0,38.0,EVEREST,S NARENDRA KUMAR,SPICES ,BLENDED,2020-01-03,40.868854,-73.82627,New York,219
FAIR & LOVELY MULTIVITAMIN,1.0,98.0,98.0,FAIR & LOVELY,HINDUSTAN UNILEVER LIMITED,SKIN CREAMS,OTHER FACE CREAMS,2020-01-03,40.868854,-73.82627,New York,219
GODREJ NO 1 NATURAL,2.0,66.0,132.0,GODREJ NO 1,GODREJ CONSUMER PRODS,TOILET SOAPS ,PREMIUM,2020-01-03,40.868854,-73.82627,New York,219
GOOD DAY CASHEW,2.0,40.0,80.0,GOOD DAY,BRITANNIA INDS,BISCUITS - CORE & NON CORE,SWEET/COOKIES,2020-01-03,40.868854,-73.82627,New York,219
HIMGANGE,1.0,265.0,265.0,HIMGANGE,G K BURMAN HERBALS,HAIR OILS PKTP,RIGID,2020-01-03,40.868854,-73.82627,New York,219
KNORR,5.0,10.0,50.0,KNORR,HINDUSTAN UNILEVER LIMITED,READY TO EAT,READY TO COOK SOUPS,2020-01-03,40.868854,-73.82627,New York,219
NATIONAL,2.0,52.0,104.0,NATIONAL,NATIONAL PRODUCT,SALTY SNACKS ,BANANA CHIPS/LACHA/OTHERS,2020-01-03,40.868854,-73.82627,New York,219
NIVEA ALOE HYDRATION,1.0,95.0,95.0,NIVEA,NIVEA INDIA,SKIN CREAMS,MOIST  LTN/CREAM,2020-01-03,40.868854,-73.82627,New York,219
NUTRICHOICE DIGESTIVE,1.0,10.0,10.0,NUTRICHOICE,BRITANNIA INDS,BISCUITS - CORE & NON CORE,SWEET/COOKIES,2020-01-03,40.868854,-73.82627,New York,219
POND'S  MAGIC,1.0,99.0,99.0,POND'S,HINDUSTAN UNILEVER LIMITED,TALCUM POWDERS,TALCUM POWDERS,2020-01-03,40.868854,-73.82627,New York,219
RASOI MAGIC,1.0,40.0,40.0,RASOI MAGIC,RASOI MAGIC FOODS,READY TO EAT,READY TO COOK CURRY PASTES/POW,2020-01-03,40.868854,-73.82627,New York,219
RIN,1.0,37.0,37.0,RIN,HINDUSTAN UNILEVER LIMITED,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,2020-01-03,40.868854,-73.82627,New York,219
SUHANA,1.0,40.0,40.0,SUHANA,PRAVIN MASALEWALE,READY TO EAT,READY TO COOK CURRY PASTES/POW,2020-01-03,40.868854,-73.82627,New York,219
SURF EXCEL EASY WASH,4.0,10.0,40.0,SURF,HINDUSTAN UNILEVER LIMITED,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,2020-01-03,40.868854,-73.82627,New York,219
CADBURY CHOCLAIRS GOLD,1.0,116.0,116.0,CADBURY,MONDELEZ INTERNATIONAL,CONFECTIONERY - ECLAIRS,CONFECTIONERY - ECLAIRS,2020-01-03,39.2019676,-84.3772245,Ohio,220
CLINIC PLUS,1.0,325.0,325.0,CLINIC PLUS,HINDUSTAN UNILEVER LIMITED,SHAMPOO - BY SEGMENTS,BOTTLES / TUBES,2020-01-03,39.2019676,-84.3772245,Ohio,220
COFFY BITE,1.0,75.0,75.0,COFFY BITE,LOTTE INDIA CORPORATION LTD,CONFECTIONERY - TOFFEE/HBC,TOFFEES,2020-01-03,39.2019676,-84.3772245,Ohio,220
FAIR & LOVELY MULTIVITAMIN,1.0,98.0,98.0,FAIR & LOVELY,HINDUSTAN UNILEVER LIMITED,SKIN CREAMS,OTHER FACE CREAMS,2020-01-03,39.2019676,-84.3772245,Ohio,220
FAIR & LOVELY MULTIVITAMIN,1.0,145.0,145.0,FAIR & LOVELY,HINDUSTAN UNILEVER LIMITED,SKIN CREAMS,OTHER FACE CREAMS,2020-01-03,39.2019676,-84.3772245,Ohio,220
HIMALAYA PURIFYING NEEM FC WS,1.0,65.0,65.0,HIMALAYA,HIMALAYA DRUG,SKIN CREAMS,FACE WASH,2020-01-03,39.2019676,-84.3772245,Ohio,220
HIMGANGE,1.0,290.0,290.0,HIMGANGE,G K BURMAN HERBALS,HAIR OILS PKTP,RIGID,2020-01-03,39.2019676,-84.3772245,Ohio,220
PITAMBARI,1.0,38.5,38.5,PITAMBARI,PITAMBARI PRODS,CLEANERS - UTENSIL,SPECIALIZED,2020-01-03,39.2019676,-84.3772245,Ohio,220
SURF EXCEL,1.0,94.0,94.0,SURF EXCEL,HINDUSTAN UNILEVER LIMITED,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,2020-01-03,39.2019676,-84.3772245,Ohio,220
WHEEL ACTIVE,1.0,50.0,50.0,WHEEL,HINDUSTAN UNILEVER LIMITED,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,2020-01-03,39.2019676,-84.3772245,Ohio,220
BAJAJ ALMOND DROP,1.0,270.0,270.0,BAJAJ ALMOND DROP,BAJAJ CORP LTD.,HAIR OILS PKTP,RIGID,2020-01-03,40.8258905,-73.9195343,New York,221
CLINIC PLUS,1.0,45.0,45.0,CLINIC PLUS,HINDUSTAN UNILEVER LIMITED,SHAMPOO - BY SEGMENTS,BOTTLES / TUBES,2020-01-03,40.8258905,-73.9195343,New York,221
COLGATE DENTALCREAM,2.0,47.0,94.0,COLGATE DENTALCREAM,COLGATE-PALMOLIVE,TOOTH PASTES,TOOTH PASTES,2020-01-03,40.8258905,-73.9195343,New York,221
DAIRY MILK,6.0,20.0,120.0,CADBURY DAIRY MILK,MONDELEZ INTERNATIONAL,CHOCOLATE,MOULDED,2020-01-03,40.8258905,-73.9195343,New York,221
DETTOL LIQUID,2.0,161.0,322.0,DETTOL,RECKITT BENCKISER,ANTISEPTIC LIQUIDS ,ANTISEPTIC LIQ,2020-01-03,40.8258905,-73.9195343,New York,221
EVEREST,1.0,29.0,29.0,EVEREST,S NARENDRA KUMAR,SPICES ,PURE,2020-01-03,40.8258905,-73.9195343,New York,221
GLUCON-D ORANGE,1.0,285.0,285.0,GLUCON-D,HEINZ,GLUCOSE POWDER & TABLET,GLUCOSE POWDER & TABLET,2020-01-03,40.8258905,-73.9195343,New York,221
GODREJ NO 1 LIME AND ALOE VERA,1.0,62.0,62.0,GODREJ NO 1,GODREJ CONSUMER PRODS,TOILET SOAPS ,PREMIUM,2020-01-03,40.8258905,-73.9195343,New York,221
GOOD DAY CASHEW,1.0,20.0,20.0,GOOD DAY,BRITANNIA INDS,BISCUITS - CORE & NON CORE,SWEET/COOKIES,2020-01-03,40.8258905,-73.9195343,New York,221
HIDE & SEEK CHOCOLATE CHIP,1.0,30.0,30.0,PARLE HIDE & SEEK,PARLE PRODS,BISCUITS - CORE & NON CORE,SWEET/COOKIES,2020-01-03,40.8258905,-73.9195343,New York,221
KESH KING,1.0,120.0,120.0,KESH KING,EMAMI LIMITED,SHAMPOO - BY SEGMENTS,BOTTLES / TUBES,2020-01-03,40.8258905,-73.9195343,New York,221
KITKAT,1.0,15.0,15.0,KIT KAT,NESTLE INDIA,CHOCOLATE,COATED WAFER BISC,2020-01-03,40.8258905,-73.9195343,New York,221
LIZOL DISINFECT FLR CLNR,1.0,87.0,87.0,LIZOL,RECKITT BENCKISER,CLEANERS - FLOOR,LIQUIDS,2020-01-03,40.8258905,-73.9195343,New York,221
MARIE GOLD REGULAR,2.0,10.0,20.0,MARIE GOLD,BRITANNIA INDS,BISCUITS - CORE & NON CORE,MARIE,2020-01-03,40.8258905,-73.9195343,New York,221
MAYBELLINE BABY LIPS,1.0,175.0,175.0,MAYBELLINE,L'OREAL INDIA,SKIN CREAMS,PETROLEUM JELLY,2020-01-03,40.8258905,-73.9195343,New York,221
PARACHUTE ADVANSED JASMINE,1.0,135.0,135.0,PARACHUTE,MARICO INDS,HAIR OILS PKTP,RIGID,2020-01-03,40.8258905,-73.9195343,New York,221
PITAMBARI,1.0,13.0,13.0,PITAMBARI,PITAMBARI PRODS,CLEANERS - UTENSIL,SPECIALIZED,2020-01-03,40.8258905,-73.9195343,New York,221
SUNFEAST SPCL CREAM ORANGE,12.0,5.0,60.0,SUNFEAST SPECIAL CREAM,I T C,BISCUITS - CORE & NON CORE,CREAM,2020-01-03,40.8258905,-73.9195343,New York,221
SUNNY,1.0,163.0,163.0,SUNNY,SUNNY HOME CARE PVT LTD,CLEANERS - FLOOR,LIQUIDS,2020-01-03,40.8258905,-73.9195343,New York,221
TABASCO,1.0,199.0,199.0,TABASCO,UNITED DISTRIBUTORS,KETCHUPS/SAUCES,KETCHUPS/SAUCES,2020-01-03,40.8258905,-73.9195343,New York,221
WHEEL GREEN,1.0,26.0,26.0,WHEEL,HINDUSTAN UNILEVER LIMITED,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,2020-01-03,40.8258905,-73.9195343,New York,221
WHEEL GREEN,2.0,10.0,20.0,WHEEL,HINDUSTAN UNILEVER LIMITED,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,2020-01-03,40.8258905,-73.9195343,New York,221
BRITANNIA BOURBON,2.0,27.0,54.0,BRITANNIA BOURBON,BRITANNIA INDS,BISCUITS - CORE & NON CORE,CREAM,2020-01-03,40.84142108,-73.84374094,New York,222
CINTHOL ORIGINAL,1.0,35.0,35.0,CINTHOL,GODREJ CONSUMER PRODS,TOILET SOAPS ,POPULAR,2020-01-03,40.84142108,-73.84374094,New York,222
GOOD DAY CASHEW,1.0,19.5,19.5,GOOD DAY,BRITANNIA INDS,BISCUITS - CORE & NON CORE,SWEET/COOKIES,2020-01-03,40.84142108,-73.84374094,New York,222
HARPIC,1.0,84.0,84.0,HARPIC,RECKITT BENCKISER,CLEANERS - FLOOR,LIQUIDS,2020-01-03,40.84142108,-73.84374094,New York,222
MARIE GOLD REGULAR,1.0,9.5,9.5,MARIE GOLD,BRITANNIA INDS,BISCUITS - CORE & NON CORE,MARIE,2020-01-03,40.84142108,-73.84374094,New York,222
SANTOOR,1.0,130.0,130.0,SANTOOR,WIPRO CONS PRODS,TOILET SOAPS ,PREMIUM,2020-01-03,40.84142108,-73.84374094,New York,222
VIM,1.0,105.0,105.0,VIM,HINDUSTAN UNILEVER LIMITED,CLEANERS - UTENSIL,TRADITIONAL,2020-01-03,40.84142108,-73.84374094,New York,222
WHEEL GREEN,2.0,27.0,54.0,WHEEL,HINDUSTAN UNILEVER LIMITED,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,2020-01-03,40.84142108,-73.84374094,New York,222
AMUL,3.0,46.0,138.0,AMUL,G C M M F,BUTTER MARGR  ,BUTTER,2020-01-03,40.86033459,-73.89050734,New York,223
DANT KANTI,1.0,73.0,73.0,PATANJALI,PATANJALI AYURVED LTD,TOOTH PASTES,TOOTH PASTES,2020-01-03,40.86033459,-73.89050734,New York,223
GARNIER MEN ACNOFIGHT,1.0,86.0,86.0,GARNIER,L'OREAL INDIA,SKIN CREAMS,FACE WASH,2020-01-03,40.86033459,-73.89050734,New York,223
LIZOL DISINFECT FLR CLNR,1.0,89.0,89.0,LIZOL,RECKITT BENCKISER,CLEANERS - FLOOR,LIQUIDS,2020-01-03,40.86033459,-73.89050734,New York,223
MELODY CHOCOLATY,1.0,100.0,100.0,MELODY,PARLE PRODS,CONFECTIONERY - ECLAIRS,CONFECTIONERY - ECLAIRS,2020-01-03,40.86033459,-73.89050734,New York,223
OREO VANILLA,2.0,29.0,58.0,OREO,MONDELEZ INTERNATIONAL,BISCUITS - CORE & NON CORE,CREAM,2020-01-03,40.86033459,-73.89050734,New York,223
PARLE-G,2.0,5.0,10.0,PARLE-G,PARLE PRODS,BISCUITS - CORE & NON CORE,GLUCOSE,2020-01-03,40.86033459,-73.89050734,New York,223
SUNFEAST SPECIAL CREAM CHOCO,9.0,5.0,45.0,SUNFEAST SPECIAL CREAM,I T C,BISCUITS - CORE & NON CORE,CREAM,2020-01-03,40.86033459,-73.89050734,New York,223
WHEEL ACTIVE,2.0,9.75,19.5,WHEEL,HINDUSTAN UNILEVER LIMITED,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,2020-01-03,40.86033459,-73.89050734,New York,223
WHEEL ACTIVE,6.0,9.38,56.28,WHEEL,HINDUSTAN UNILEVER LIMITED,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,2020-01-03,40.86033459,-73.89050734,New York,223
AMUL,1.0,46.0,46.0,AMUL,G C M M F,BUTTER MARGR  ,BUTTER,2020-01-03,40.8239054,-73.83819940000001,New York,224
ARIEL COMPLETE,5.0,2.0,10.0,ARIEL,PROCTER & GAMBLE,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,2020-01-03,40.8239054,-73.83819940000001,New York,224
BRITANNIA BOURBON,1.0,27.0,27.0,BRITANNIA BOURBON,BRITANNIA INDS,BISCUITS - CORE & NON CORE,CREAM,2020-01-03,40.8239054,-73.83819940000001,New York,224
DETTOL ORIGINAL,1.0,10.0,10.0,DETTOL,RECKITT BENCKISER,TOILET SOAPS ,POPULAR,2020-01-03,40.8239054,-73.83819940000001,New York,224
DOMEX DISINFECTANT,1.0,87.0,87.0,DOMEX,HINDUSTAN UNILEVER LIMITED,CLEANERS - FLOOR,LIQUIDS,2020-01-03,40.8239054,-73.83819940000001,New York,224
GOOD DAY CASHEW,2.0,39.0,78.0,GOOD DAY,BRITANNIA INDS,BISCUITS - CORE & NON CORE,SWEET/COOKIES,2020-01-03,40.8239054,-73.83819940000001,New York,224
HARPIC POWER PLUS,1.0,32.0,32.0,HARPIC POWER,RECKITT BENCKISER,CLEANERS - TOILET,LIQUIDS,2020-01-03,40.8239054,-73.83819940000001,New York,224
HARPIC POWER PLUS,1.0,80.0,80.0,HARPIC POWER,RECKITT BENCKISER,CLEANERS - TOILET,LIQUIDS,2020-01-03,40.8239054,-73.83819940000001,New York,224
HARPIC POWER PLUS,1.0,82.0,82.0,HARPIC POWER,RECKITT BENCKISER,CLEANERS - TOILET,LIQUIDS,2020-01-03,40.8239054,-73.83819940000001,New York,224
KESH KING,1.0,160.0,160.0,KESH KING,EMAMI,HAIR OILS PKTP,RIGID,2020-01-03,40.8239054,-73.83819940000001,New York,224
ORBIT,1.0,5.0,5.0,ORBIT,WRIGLEY INDIA,CONFECTIONERY - TOTAL GUM,CHEWING GUMS,2020-01-03,40.8239054,-73.83819940000001,New York,224
